Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR;B365H;B365D;B365A;spi1;spi2;HomeBudget;AwayBudget;Extrangeros;ExtrangerosAway
08/01/2017;Ath Bilbao;Alaves;0;0;D;0;0;D;15;10;4;4;10;13;13;4;2;4;0;0;1,53;3,8;7,5;76,29;65,9;188,5;64,85;1;11
07/01/2018;Ath Bilbao;Alaves;2;0;H;1;0;H;14;8;8;1;23;20;4;1;2;4;0;0;1,66;3,5;6;26,73;30,53;188,5;64,85;1;11
21/08/2016;Ath Madrid;Alaves;1;1;D;0;0;D;27;2;6;1;7;15;20;2;0;4;0;0;1,2;6,5;17;61,23;76,96;585;64,85;19;11
16/12/2017;Ath Madrid;Alaves;1;0;H;0;0;D;10;11;4;0;14;16;4;4;3;4;0;0;1,19;6,5;15;72,72;74,81;585;64,85;19;11
10/09/2016;Barcelona;Alaves;1;2;A;0;1;A;16;5;2;4;12;12;13;0;1;1;0;0;1,07;12;34;72,49;88,95;772,5;64,85;17;11
28/01/2018;Barcelona;Alaves;2;1;H;0;1;A;18;7;12;4;6;18;8;1;0;2;0;0;1,08;11;26;69,75;64,35;772,5;64,85;17;11
30/04/2017;Betis;Alaves;1;4;A;1;0;H;11;9;3;5;14;16;4;0;1;5;0;0;2,1;3,2;3,8;49,3;67,22;95,55;64,85;9;11
21/10/2017;Betis;Alaves;2;0;H;1;0;H;12;7;5;3;18;9;6;5;2;2;0;0;1,57;4;6;47,95;38,16;95,55;64,85;9;11
15/01/2017;Celta;Alaves;1;0;H;0;0;D;13;9;4;1;19;10;7;4;4;3;0;1;1,7;3,75;5,25;72,69;70,7;114,565;64,85;16;11
10/09/2017;Celta;Alaves;1;0;H;1;0;H;20;5;3;3;17;17;9;4;4;4;0;0;1,67;3,75;5,25;47,27;48,69;114,565;64,85;16;11
11/12/2016;Eibar;Alaves;0;0;D;0;0;D;8;3;1;3;14;7;7;2;1;1;0;0;1,83;3,6;4,5;70,76;58,61;71,75;64,85;9;11
15/04/2018;Eibar;Alaves;0;1;A;0;1;A;21;2;4;1;11;18;12;1;2;1;0;0;1,83;3,39;4,75;71,79;65,85;71,75;64,85;9;11
08/04/2017;Espanol;Alaves;1;0;H;0;0;D;15;9;6;0;11;13;5;3;3;3;0;0;2,1;3,1;3,8;70,63;68,93;85,45;64,85;7;11
01/04/2018;Espanol;Alaves;0;0;D;0;0;D;12;13;3;4;18;12;6;5;3;2;0;0;2,04;3,2;3,75;23,11;46,47;85,45;64,85;7;11
18/11/2017;Getafe;Alaves;4;1;H;2;0;H;13;11;8;5;18;14;4;5;3;3;0;0;1,8;3,5;4,75;52,74;49,07;48,75;64,85;18;11
04/12/2017;Girona;Alaves;2;3;A;0;0;D;11;9;3;4;8;13;6;5;1;2;0;0;1,6;3,79;6;65,48;60,93;35,6;64,85;13;11
01/03/2017;Granada;Alaves;2;1;H;1;0;H;13;11;6;5;19;15;4;4;6;4;0;2;2,63;3,2;2,8;49,77;67,85;85,5;64,85;30;11
18/02/2017;La Coruna;Alaves;0;1;A;0;0;D;16;6;4;4;13;13;10;6;5;3;0;0;2;3,1;4,2;55,35;85,5;92,8;64,85;16;11
20/09/2017;La Coruna;Alaves;1;0;H;1;0;H;15;8;3;3;16;19;5;2;0;2;0;0;1,91;3,3;4,5;76,89;83,45;92,8;64,85;16;11
23/04/2017;Las Palmas;Alaves;1;1;D;1;0;H;14;12;3;5;16;14;3;9;4;1;1;0;2;3,5;3,8;73,52;67,81;123;64,85;15;11
22/04/2018;Las Palmas;Alaves;0;4;A;0;0;D;12;10;1;7;14;19;3;3;2;2;0;0;3,1;3,2;2,39;33,01;54,44;123;64,85;15;11
20/05/2017;Leganes;Alaves;1;1;D;0;0;D;15;17;4;5;9;14;8;4;0;1;0;0;2,1;3,25;3,75;71,7;72,23;53,63;64,85;15;11
18/08/2017;Leganes;Alaves;1;0;H;1;0;H;16;6;9;3;14;18;4;2;0;1;0;0;2,05;3,2;4,1;33,4;33,4;53,63;64,85;15;11
30/09/2017;Levante;Alaves;0;2;A;0;1;A;13;8;0;3;11;18;8;4;2;4;0;0;1,83;3,5;4,5;78,06;63,89;59,35;64,85;15;11
11/03/2017;Malaga;Alaves;1;2;A;0;1;A;15;4;9;2;17;13;5;3;2;1;0;1;2;3,3;4;83,27;66,11;88,43;64,85;17;11
05/11/2016;Osasuna;Alaves;0;1;A;0;0;D;10;12;4;3;18;10;3;4;5;2;0;0;2,25;3,2;3,4;55,91;62,74;36,8;64,85;9;11
02/04/2017;Real Madrid;Alaves;3;0;H;1;0;H;18;12;6;3;12;16;3;3;0;2;0;0;1,11;10;19;91,86;69,85;743,1;64,85;18;11
24/02/2018;Real Madrid;Alaves;4;0;H;1;0;H;25;11;10;5;9;14;9;5;1;2;0;0;1,14;8,5;17;40,18;32,63;743,1;64,85;18;11
01/10/2016;Sevilla;Alaves;2;1;H;0;0;D;20;6;12;1;10;13;9;2;2;6;0;0;1,44;4,33;8;66,34;60,04;236,4;64,85;24;11
22/10/2016;Sociedad;Alaves;3;0;H;1;0;H;16;10;5;3;17;20;4;2;3;5;0;0;1,67;3,75;5,5;73,19;63,95;165,1;64,85;6;11
04/03/2018;Sociedad;Alaves;2;1;H;2;1;H;14;3;5;1;10;13;8;4;0;1;0;0;1,64;4;5,25;37,21;45,25;165,1;64,85;6;11
05/02/2017;Sp Gijon;Alaves;2;4;A;0;1;A;12;14;4;7;20;20;8;4;7;3;0;0;2,2;3,3;3,4;78,27;52,15;50,5;64,85;9;11
22/09/2016;Valencia;Alaves;2;1;H;1;1;D;12;8;2;1;14;13;7;4;2;3;0;0;1,57;3,75;6;73,65;64,09;269,45;64,85;20;11
17/03/2018;Valencia;Alaves;3;1;H;2;0;H;24;16;10;4;8;14;9;2;1;1;0;0;1,44;4,5;7,5;39,12;36,01;269,45;64,85;20;11
27/11/2016;Villarreal;Alaves;0;2;A;0;2;A;23;10;10;7;11;19;12;1;2;3;0;0;1,5;4;7,5;79,6;96,15;196,7;64,85;15;11
10/02/2018;Villarreal;Alaves;1;2;A;0;1;A;27;5;6;4;15;15;13;2;4;4;0;0;1,66;4;5;41,09;37,36;196,7;64,85;15;11
07/05/2017;Alaves;Ath Bilbao;1;0;H;0;0;D;9;20;3;6;14;11;3;10;1;4;0;0;4,75;3,5;1,8;72,45;82,81;64,85;188,5;11;1
21/05/2017;Ath Madrid;Ath Bilbao;3;1;H;2;0;H;12;16;4;1;13;11;2;5;2;0;0;0;2;3,5;3,8;73,71;79,96;585;188,5;19;1
18/02/2018;Ath Madrid;Ath Bilbao;2;0;H;0;0;D;14;4;4;0;6;12;5;2;3;2;0;0;1,44;4,2;8,5;75,48;58,71;585;188,5;19;1
04/02/2017;Barcelona;Ath Bilbao;3;0;H;2;0;H;16;10;6;5;11;18;7;3;1;3;0;0;1,22;6,5;13;96,32;75,49;772,5;188,5;17;1
18/03/2018;Barcelona;Ath Bilbao;2;0;H;2;0;H;18;10;9;3;7;14;6;5;2;2;0;0;1,16;8;15;64,75;73,3;772,5;188,5;17;1
11/12/2016;Betis;Ath Bilbao;1;0;H;1;0;H;6;14;1;4;14;12;3;7;3;2;0;0;3,1;3,25;2,38;68,52;64,9;95,55;188,5;9;1
22/12/2017;Betis;Ath Bilbao;0;2;A;0;1;A;16;19;6;7;7;6;6;9;1;2;1;0;2,7;3,25;2,62;65,02;72,35;95,55;188,5;9;1
30/04/2017;Celta;Ath Bilbao;0;3;A;0;1;A;5;22;0;12;8;11;0;11;1;1;0;0;4,5;3,7;1,8;69,62;69,91;114,565;188,5;16;1
05/11/2017;Celta;Ath Bilbao;3;1;H;3;1;H;11;14;5;5;13;17;3;6;2;3;0;0;2,1;3,5;3,5;39,94;44,08;114,565;188,5;16;1
24/04/2017;Eibar;Ath Bilbao;0;1;A;0;0;D;7;9;2;3;15;9;5;5;4;2;1;0;2,6;3,3;2,75;76,35;79,87;71,75;188,5;9;1
27/08/2017;Eibar;Ath Bilbao;0;1;A;0;1;A;14;10;5;4;14;11;4;3;1;1;1;0;2,5;3,1;3,1;68,84;70,3;71,75;188,5;9;1
06/11/2016;Espanol;Ath Bilbao;0;0;D;0;0;D;6;4;3;0;13;11;5;3;1;2;0;0;3;3,2;2,5;73,57;74,35;85,45;188,5;7;1
14/01/2018;Espanol;Ath Bilbao;1;1;D;1;1;D;11;8;3;3;14;16;4;2;2;4;0;0;2,54;3;3;56,34;45,84;85,45;188,5;7;1
19/01/2018;Getafe;Ath Bilbao;2;2;D;1;1;D;17;7;6;6;17;12;6;2;5;1;0;0;2,7;3,1;2,79;69,06;75,71;48,75;188,5;18;1
04/02/2018;Girona;Ath Bilbao;2;0;H;1;0;H;8;9;3;0;13;14;2;4;1;1;0;0;2,39;3,29;3;64,9;94,85;35,6;188,5;13;1
21/09/2016;Granada;Ath Bilbao;1;2;A;1;1;D;13;13;2;8;8;9;6;3;1;0;0;0;4,5;3,5;1,85;52,94;76,32;85,5;188,5;30;1
11/09/2016;La Coruna;Ath Bilbao;0;1;A;0;1;A;16;7;3;2;15;15;7;6;2;3;0;0;3,6;3,25;2,15;75,27;69,46;92,8;188,5;16;1
26/11/2017;La Coruna;Ath Bilbao;2;2;D;1;1;D;14;10;4;3;11;14;5;2;4;1;0;0;2,75;3,29;2,6;36,08;35,25;92,8;188,5;16;1
28/11/2016;Las Palmas;Ath Bilbao;3;1;H;1;0;H;10;10;4;3;19;21;5;3;3;4;0;1;2,5;3,4;2,8;67,29;77,25;123;188,5;15;1
17/09/2017;Las Palmas;Ath Bilbao;1;0;H;0;0;D;12;11;3;5;12;19;7;6;2;3;0;0;2,75;3,4;2,55;45,04;37,1;123;188,5;15;1
14/01/2017;Leganes;Ath Bilbao;0;0;D;0;0;D;15;10;5;2;20;11;4;8;3;3;0;0;3,25;3,1;2,38;70,39;80,67;53,63;188,5;15;1
22/10/2017;Leganes;Ath Bilbao;1;0;H;0;0;D;15;7;4;1;16;15;4;3;3;4;0;0;2,37;3,1;3,29;71,48;61,14;53,63;188,5;15;1
10/12/2017;Levante;Ath Bilbao;1;2;A;0;1;A;12;14;3;3;11;13;8;6;3;3;0;0;3,25;3,39;2,25;30,15;49,44;59,35;188,5;15;1
02/10/2016;Malaga;Ath Bilbao;2;1;H;0;1;A;15;7;3;1;19;11;7;2;7;3;1;1;2,45;3;3,3;69,6;77,71;88,43;188,5;17;1
23/09/2017;Malaga;Ath Bilbao;3;3;D;1;1;D;15;8;7;7;16;8;5;1;7;2;1;0;2,9;3,3;2,4;48,01;40,32;88,43;188,5;17;1
01/04/2017;Osasuna;Ath Bilbao;1;2;A;0;2;A;8;9;6;4;19;9;6;3;4;2;0;0;6;4;1,57;50,44;77,36;36,8;188,5;9;1
23/10/2016;Real Madrid;Ath Bilbao;2;1;H;1;1;D;24;10;8;3;10;17;6;4;2;3;0;0;1,2;7;13;81,07;66,81;743,1;188,5;18;1
18/04/2018;Real Madrid;Ath Bilbao;1;1;D;0;1;A;29;6;10;2;6;19;16;2;2;4;0;0;1,19;7;12;77,33;70,81;743,1;188,5;18;1
02/03/2017;Sevilla;Ath Bilbao;1;0;H;1;0;H;14;14;4;4;16;10;6;9;6;2;0;0;1,67;3,8;5,25;84,1;75,0;236,4;188,5;24;1
03/03/2018;Sevilla;Ath Bilbao;2;0;H;2;0;H;18;10;8;3;14;13;8;4;2;3;0;0;1,7;3,75;5,25;32,19;38,71;236,4;188,5;24;1
12/03/2017;Sociedad;Ath Bilbao;0;2;A;0;1;A;16;9;4;5;15;22;8;3;3;6;0;0;2,1;3,3;3,5;92,6;67,33;165,1;188,5;6;1
21/08/2016;Sp Gijon;Ath Bilbao;2;1;H;0;0;D;12;13;4;4;18;15;2;5;3;3;0;0;4;3,5;1,95;89,03;62,0;50,5;188,5;9;1
19/02/2017;Valencia;Ath Bilbao;2;0;H;2;0;H;15;15;5;5;17;11;3;1;0;1;0;0;2,3;3,25;3,25;96,34;62,22;269,45;188,5;20;1
01/10/2017;Valencia;Ath Bilbao;3;2;H;2;0;H;10;16;6;6;18;16;2;8;3;4;0;0;1,91;3,5;4,2;93,77;62,84;269,45;188,5;20;1
07/04/2017;Villarreal;Ath Bilbao;3;1;H;1;1;D;10;11;5;5;16;16;4;5;6;3;1;0;2,15;3,2;3,6;79,45;78,85;196,7;188,5;15;1
09/04/2018;Villarreal;Ath Bilbao;1;3;A;0;1;A;7;17;2;13;17;11;3;6;5;5;1;0;1,85;3,5;4,5;71,2;69,62;196,7;188,5;15;1
28/01/2017;Alaves;Ath Madrid;0;0;D;0;0;D;19;8;4;2;19;18;7;2;3;2;0;0;6;3,6;1,62;79,37;49,33;64,85;585;11;19
22/01/2017;Ath Bilbao;Ath Madrid;2;2;D;1;1;D;8;11;5;5;12;9;2;6;2;3;0;0;4;3,2;2,05;51,59;85,16;188,5;585;1;19
20/09/2017;Ath Bilbao;Ath Madrid;1;2;A;0;0;D;12;16;7;9;12;12;6;0;0;2;0;0;3,4;3,2;2,25;69,7;58,36;188,5;585;1;19
21/09/2016;Barcelona;Ath Madrid;1;1;D;1;0;H;19;9;7;4;14;17;8;2;2;4;0;0;1,6;4;5,5;71,28;61,75;772,5;585;17;19
04/03/2018;Barcelona;Ath Madrid;1;0;H;1;0;H;16;6;5;1;16;20;12;1;2;2;0;0;1,72;3,79;4,75;55,54;66,87;772,5;585;17;19
14/05/2017;Betis;Ath Madrid;1;1;D;0;0;D;13;5;5;2;7;16;3;5;4;4;0;0;7;3,75;1,57;76,91;73,48;95,55;585;9;19
10/12/2017;Betis;Ath Madrid;0;1;A;0;1;A;9;4;4;2;15;19;3;2;4;3;0;0;4,75;3,79;1,72;76,09;64,37;95,55;585;9;19
10/09/2016;Celta;Ath Madrid;0;4;A;0;0;D;9;13;1;6;13;12;6;4;1;2;0;0;6;3,3;1,73;92,9;56,39;114,565;585;16;19
22/10/2017;Celta;Ath Madrid;0;1;A;0;1;A;19;4;8;2;13;19;4;4;3;5;0;0;4,2;3,39;1,95;40,94;32,66;114,565;585;16;19
07/01/2017;Eibar;Ath Madrid;0;2;A;0;0;D;15;8;2;4;11;10;5;3;2;2;0;0;5,5;3,5;1,73;92,07;51,19;71,75;585;9;19
13/01/2018;Eibar;Ath Madrid;0;1;A;0;1;A;11;7;4;3;12;9;9;1;2;1;0;0;4;3,2;2,04;64,54;56,38;71,75;585;9;19
22/04/2017;Espanol;Ath Madrid;0;1;A;0;0;D;10;13;2;3;13;10;5;3;3;2;0;0;5;3,6;1,75;69,04;73,27;85,45;585;7;19
22/12/2017;Espanol;Ath Madrid;1;0;H;0;0;D;7;9;4;1;18;22;2;3;2;5;0;0;5;3,5;1,72;41,65;48,59;85,45;585;7;19
19/08/2017;Girona;Ath Madrid;2;2;D;2;0;H;13;9;6;3;15;15;6;0;2;4;0;1;8;4,33;1,45;51,77;27,25;35,6;585;13;19
11/03/2017;Granada;Ath Madrid;0;1;A;0;0;D;12;15;2;6;14;15;4;9;3;3;1;0;7,5;4;1,5;71,48;54,75;85,5;585;30;19
02/03/2017;La Coruna;Ath Madrid;1;1;D;1;0;H;13;10;2;4;14;10;7;2;2;1;0;0;5,5;3,75;1,65;67,07;86,2;92,8;585;16;19
04/11/2017;La Coruna;Ath Madrid;0;1;A;0;0;D;14;11;1;3;17;10;4;4;4;2;0;0;4,75;3,6;1,8;64,34;81,27;92,8;585;16;19
29/04/2017;Las Palmas;Ath Madrid;0;5;A;0;3;A;15;8;3;7;6;13;7;1;4;4;1;0;5,25;3,6;1,73;92,95;72,38;123;585;15;19
26/08/2017;Las Palmas;Ath Madrid;1;5;A;0;2;A;10;8;4;6;10;9;4;2;4;1;0;0;4,75;3,75;1,75;31,78;50,54;123;585;15;19
27/08/2016;Leganes;Ath Madrid;0;0;D;0;0;D;6;10;1;3;19;5;1;8;3;1;0;0;8,5;3,6;1,53;57,75;71,51;53,63;585;15;19
30/09/2017;Leganes;Ath Madrid;0;0;D;0;0;D;7;11;3;2;13;13;2;6;2;1;0;0;7,5;3,75;1,55;43,59;39,0;53,63;585;15;19
25/11/2017;Levante;Ath Madrid;0;5;A;0;2;A;17;16;2;11;11;14;2;3;2;1;0;0;7,5;3,75;1,53;93,49;62,81;59,35;585;15;19
01/04/2017;Malaga;Ath Madrid;0;2;A;0;1;A;21;7;5;6;9;11;6;0;2;2;0;0;5,25;3,5;1,75;80,13;73,78;88,43;585;17;19
10/02/2018;Malaga;Ath Madrid;0;1;A;0;1;A;13;5;3;1;22;19;3;3;3;2;0;0;7,5;3,6;1,57;49,27;46,53;88,43;585;17;19
27/11/2016;Osasuna;Ath Madrid;0;3;A;0;2;A;11;7;1;5;9;6;7;4;2;2;0;0;11;5,25;1,3;53,12;89,3;36,8;585;9;19
08/04/2017;Real Madrid;Ath Madrid;1;1;D;0;0;D;20;10;6;4;12;13;6;2;2;3;0;0;1,8;3,8;4,33;80,1;68,0;743,1;585;18;19
08/04/2018;Real Madrid;Ath Madrid;1;1;D;0;0;D;30;9;8;5;12;17;11;2;2;3;0;0;1,75;3,75;4,75;59,48;55,03;743,1;585;18;19
23/10/2016;Sevilla;Ath Madrid;1;0;H;0;0;D;12;9;5;3;15;11;4;5;4;2;0;1;4;3,5;1,95;71,01;68,02;236,4;585;24;19
25/02/2018;Sevilla;Ath Madrid;2;5;A;0;2;A;10;13;5;8;10;24;5;4;3;3;0;0;3,39;3,2;2,25;70,23;72,38;236,4;585;24;19
05/11/2016;Sociedad;Ath Madrid;2;0;H;0;0;D;12;9;3;2;18;20;6;6;2;4;0;0;5,75;3,6;1,67;67,38;67,25;165,1;585;6;19
19/04/2018;Sociedad;Ath Madrid;3;0;H;1;0;H;12;9;4;2;13;13;6;6;1;0;0;0;3,29;3,29;2,25;58,57;62,38;165,1;585;6;19
18/02/2017;Sp Gijon;Ath Madrid;1;4;A;0;0;D;15;11;2;6;12;10;12;3;1;1;0;0;7,5;4;1,5;83,52;73,1;50,5;585;9;19
02/10/2016;Valencia;Ath Madrid;0;2;A;0;0;D;14;17;5;10;10;15;6;5;1;3;0;0;4,5;3,5;1,85;73,04;96,69;269,45;585;20;19
09/09/2017;Valencia;Ath Madrid;0;0;D;0;0;D;11;13;0;4;16;14;4;3;1;0;0;0;3,6;3,2;2,2;64,1;42,58;269,45;585;20;19
12/12/2016;Villarreal;Ath Madrid;3;0;H;2;0;H;9;13;5;3;13;13;2;7;3;3;0;0;4,5;3,5;1,85;78,12;88,89;196,7;585;15;19
18/03/2018;Villarreal;Ath Madrid;2;1;H;0;1;A;17;8;5;2;13;16;5;4;5;3;0;1;4,2;3,1;2,04;38,22;34,37;196,7;585;15;19
11/02/2017;Alaves;Barcelona;0;6;A;0;2;A;9;21;4;9;16;9;3;9;1;3;0;0;10;5,5;1,3;69,59;70,75;64,85;772,5;11;17
26/08/2017;Alaves;Barcelona;0;2;A;0;0;D;11;23;2;11;12;10;1;14;2;3;0;0;10;5,75;1,29;71,02;92,56;64,85;772,5;11;17
28/08/2016;Ath Bilbao;Barcelona;0;1;A;0;1;A;9;12;4;3;20;13;4;4;5;4;0;0;6,5;4,33;1,5;62,45;62,13;188,5;772,5;1;17
28/10/2017;Ath Bilbao;Barcelona;0;2;A;0;1;A;17;17;5;5;15;12;6;4;1;4;0;0;7;4,5;1,44;43,36;37,14;188,5;772,5;1;17
26/02/2017;Ath Madrid;Barcelona;1;2;A;0;0;D;12;15;4;6;28;14;6;5;4;2;0;0;3;3,4;2,38;86,48;95,76;585;772,5;19;17
14/10/2017;Ath Madrid;Barcelona;1;1;D;1;0;H;5;15;4;7;12;10;2;1;3;2;0;0;3;3,4;2,38;65,45;93,48;585;772,5;19;17
29/01/2017;Betis;Barcelona;1;1;D;0;0;D;17;10;7;4;17;12;8;2;2;3;0;0;12;6;1,25;70,61;84,48;95,55;772,5;9;17
21/01/2018;Betis;Barcelona;0;5;A;0;0;D;7;14;2;10;12;9;4;2;2;2;0;0;10;6;1,28;64,18;69,86;95,55;772,5;9;17
02/10/2016;Celta;Barcelona;4;3;H;3;0;H;14;13;9;4;16;11;3;6;1;3;0;0;8;4,75;1,4;74,44;90,51;114,565;772,5;16;17
17/04/2018;Celta;Barcelona;2;2;D;1;1;D;18;14;8;6;9;7;6;4;3;0;0;1;4,75;4,33;1,64;61,89;72,97;114,565;772,5;16;17
22/01/2017;Eibar;Barcelona;0;4;A;0;1;A;14;14;6;7;12;4;8;5;3;1;0;0;9,5;6;1,29;68,54;54,91;71,75;772,5;9;17
17/02/2018;Eibar;Barcelona;0;2;A;0;1;A;13;10;3;6;13;6;6;0;3;1;1;0;6,5;4,75;1,44;49,76;36,1;71,75;772,5;9;17
29/04/2017;Espanol;Barcelona;0;3;A;0;0;D;6;15;3;9;19;18;4;5;3;0;0;0;15;7,5;1,18;76,89;44,14;85,45;772,5;7;17
04/02/2018;Espanol;Barcelona;1;1;D;0;0;D;7;12;2;2;15;12;0;7;5;3;0;0;9,5;5,25;1,33;45,03;37,28;85,45;772,5;7;17
16/09/2017;Getafe;Barcelona;1;2;A;1;0;H;13;7;4;5;15;14;3;4;2;4;0;0;11;6,5;1,25;61,68;94,05;48,75;772,5;18;17
23/09/2017;Girona;Barcelona;0;3;A;0;1;A;13;9;2;5;21;5;9;3;3;0;0;0;12;6;1,25;64,9;92,62;35,6;772,5;13;17
02/04/2017;Granada;Barcelona;1;4;A;0;1;A;7;26;5;13;15;10;1;9;1;3;1;0;13;7,5;1,2;80,7;56,2;85,5;772,5;30;17
12/03/2017;La Coruna;Barcelona;2;1;H;1;0;H;14;16;9;5;7;8;4;8;2;0;0;0;13;6,5;1,22;68,38;96,47;92,8;772,5;16;17
14/05/2017;Las Palmas;Barcelona;1;4;A;0;2;A;11;11;5;5;13;15;3;6;0;1;0;0;26;11;1,08;83,12;70,89;123;772,5;15;17
01/03/2018;Las Palmas;Barcelona;1;1;D;0;1;A;12;10;1;4;18;13;6;6;6;3;0;0;15;7,5;1,18;65,39;56,23;123;772,5;15;17
17/09/2016;Leganes;Barcelona;1;5;A;0;3;A;15;10;6;7;28;7;2;5;4;2;0;0;17;7;1,18;66,79;70,28;53,63;772,5;15;17
18/11/2017;Leganes;Barcelona;0;3;A;0;1;A;18;11;7;7;25;10;6;3;1;2;0;0;9,5;5,25;1,33;71,18;93,91;53,63;772,5;15;17
08/04/2017;Malaga;Barcelona;2;0;H;1;0;H;8;11;4;3;26;20;2;3;4;3;0;1;8;5,25;1,36;91,64;87,06;88,43;772,5;17;17
10/03/2018;Malaga;Barcelona;0;2;A;0;2;A;6;20;2;9;15;9;2;5;1;1;1;0;13;6;1,25;73,33;75,78;88,43;772,5;17;17
10/12/2016;Osasuna;Barcelona;0;3;A;0;0;D;4;17;1;6;18;6;2;5;3;0;0;0;15;7,5;1,18;78,0;73,56;36,8;772,5;9;17
23/04/2017;Real Madrid;Barcelona;2;3;A;1;1;D;22;16;14;9;13;8;7;4;2;2;1;0;2,05;4;3,2;68,6;69,19;743,1;772,5;18;17
23/12/2017;Real Madrid;Barcelona;0;3;A;0;0;D;14;18;5;11;14;10;7;7;2;2;1;0;2,1;3,75;3,1;36,06;56,61;743,1;772,5;18;17
06/11/2016;Sevilla;Barcelona;1;2;A;1;1;D;15;14;4;7;18;12;3;5;4;6;0;0;5,25;4,2;1,62;80,02;67,76;236,4;772,5;24;17
31/03/2018;Sevilla;Barcelona;2;2;D;1;0;H;21;20;6;9;11;7;5;9;2;0;0;0;4,75;4;1,66;69,8;69,84;236,4;772,5;24;17
27/11/2016;Sociedad;Barcelona;1;1;D;0;0;D;17;10;6;2;16;11;8;6;2;4;0;0;7;4,75;1,44;73,05;51,04;165,1;772,5;6;17
14/01/2018;Sociedad;Barcelona;2;4;A;2;1;H;15;11;6;5;15;13;7;3;2;2;0;0;6,5;5;1,44;64,29;71,12;165,1;772,5;6;17
24/09/2016;Sp Gijon;Barcelona;0;5;A;0;2;A;10;13;3;7;15;10;4;3;1;0;1;0;13;6,5;1,22;65,13;92,22;50,5;772,5;9;17
22/10/2016;Valencia;Barcelona;2;3;A;0;1;A;7;15;4;8;15;13;3;1;5;4;0;0;7;5,25;1,4;50,06;58,84;269,45;772,5;20;17
26/11/2017;Valencia;Barcelona;1;1;D;0;0;D;8;12;1;8;12;11;3;9;4;0;0;0;4;3,89;1,85;51,26;55,85;269,45;772,5;20;17
08/01/2017;Villarreal;Barcelona;1;1;D;0;0;D;6;20;3;7;16;13;2;4;1;2;1;0;6;4,33;1,53;80,78;96,1;196,7;772,5;15;17
10/12/2017;Villarreal;Barcelona;0;2;A;0;0;D;9;16;5;6;18;13;2;4;2;1;1;0;6;4,33;1,53;63,64;83,55;196,7;772,5;15;17
16/12/2016;Alaves;Betis;1;0;H;0;0;D;10;6;2;3;20;6;6;4;6;1;0;0;2,3;3,1;3,4;65,45;67,02;64,85;99,5;11;9
12/03/2018;Alaves;Betis;1;3;A;0;2;A;9;10;1;4;18;17;6;2;2;3;0;0;2,14;3,29;3,6;66,07;67,01;64,85;99,5;11;9
27/04/2017;Ath Bilbao;Betis;2;1;H;0;0;D;18;9;9;3;10;17;11;1;1;3;0;0;1,4;4,5;9;81,05;71,91;188,5;99,5;1;9
14/01/2017;Ath Madrid;Betis;1;0;H;1;0;H;6;10;3;6;15;17;9;2;1;3;0;0;1,2;6,5;17;63,45;75,59;585;99,5;19;9
22/04/2018;Ath Madrid;Betis;0;0;D;0;0;D;10;10;2;4;17;14;8;3;2;5;0;0;1,61;3,75;6;37,05;47,45;585;99,5;19;9
20/08/2016;Barcelona;Betis;6;2;H;3;1;H;30;6;12;2;17;13;10;2;1;3;0;0;1,08;11;29;96,35;69,95;772,5;99,5;17;9
20/08/2017;Barcelona;Betis;2;0;H;2;0;H;15;3;2;0;16;15;8;0;2;1;0;0;1,17;8;15;39,06;46,51;772,5;99,5;17;9
23/04/2017;Celta;Betis;0;1;A;0;0;D;8;17;4;6;16;15;5;6;3;5;0;0;2,05;3,4;3,75;76,27;68,3;114,565;99,5;16;9
29/01/2018;Celta;Betis;3;2;H;1;0;H;13;7;5;3;13;8;7;2;1;5;0;0;1,75;3,75;4,75;72,54;63,57;114,565;99,5;16;9
25/11/2016;Eibar;Betis;3;1;H;2;0;H;16;7;9;2;11;7;5;1;0;1;0;1;1,95;3,4;4,2;67,45;67,87;71,75;99,5;9;9
20/11/2017;Eibar;Betis;5;0;H;2;0;H;17;4;7;0;10;9;5;2;2;2;0;1;2,39;3,29;3;64,5;68,87;71,75;99,5;9;9
31/03/2017;Espanol;Betis;2;1;H;0;0;D;8;10;5;3;16;14;4;4;3;2;0;0;2,3;3,2;3,3;72,3;68,68;85,45;99,5;7;9
30/10/2017;Espanol;Betis;1;0;H;0;0;D;10;9;4;4;10;17;5;3;2;5;0;0;2,14;3,39;3,39;53,15;33,82;85,45;99,5;7;9
02/04/2018;Getafe;Betis;0;1;A;0;0;D;8;7;4;4;21;9;4;0;4;2;0;0;1,95;3,5;3,75;72,94;69,92;48,75;99,5;18;9
13/04/2018;Girona;Betis;0;1;A;0;1;A;9;10;4;2;23;18;6;4;7;5;0;0;2,29;3,39;3,1;69,12;71,98;35,6;99,5;13;9
17/02/2017;Granada;Betis;4;1;H;3;0;H;10;6;8;2;18;9;4;7;4;1;1;1;3;3,2;2,5;47,15;69,84;85,5;99,5;30;9
08/03/2017;La Coruna;Betis;1;1;D;0;0;D;15;5;5;3;22;17;6;4;4;7;0;0;2,15;3,2;3,7;68,43;67,2;92,8;99,5;16;9
12/02/2018;La Coruna;Betis;0;1;A;0;0;D;16;10;2;4;19;7;8;1;2;0;0;0;2,2;3,6;3,1;59,48;63,36;92,8;99,5;16;9
