Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR;B365H;B365D;B365A;spi1;spi2;HomeBudget;AwayBudget;Extrangeros;ExtrangerosAway
26/08/2016;Espanol;Malaga;2;2;D;1;0;H;7;9;2;3;20;17;3;4;2;4;0;0;2,3;3,1;3,4;68,53;71,87;85,45;88,43;7;17
12/01/2018;Getafe;Malaga;1;0;H;0;0;D;7;9;3;2;19;16;5;2;3;1;0;0;1,8;3,39;5;68,92;63,17;48,75;88,43;18;17
26/08/2017;Girona;Malaga;1;0;H;1;0;H;15;7;4;2;11;15;2;3;3;4;0;0;2,15;3,25;3,6;41,68;35,22;35,6;88,43;13;17
25/04/2017;Granada;Malaga;0;2;A;0;0;D;3;17;1;6;22;13;2;4;5;0;0;0;3,9;3,5;1,95;45,74;69,49;85,5;88,43;30;17
15/04/2017;La Coruna;Malaga;2;0;H;0;0;D;11;11;4;3;15;17;1;4;3;4;0;0;2,25;3,2;3,25;87,38;51,52;92,8;88,43;16;17
06/04/2018;La Coruna;Malaga;3;2;H;1;1;D;14;11;6;4;16;14;7;6;4;3;0;0;2,04;3,29;3,79;52,31;37,5;92,8;88,43;16;17
17/09/2016;Las Palmas;Malaga;1;0;H;1;0;H;6;10;2;2;11;18;2;2;3;1;0;0;2,3;3,25;3,3;63,15;79,02;123;88,43;15;17
05/02/2018;Las Palmas;Malaga;1;0;H;0;0;D;11;9;4;3;11;17;4;2;2;3;0;0;2,25;3,39;3,2;54,09;63,41;123;88,43;15;17
19/03/2017;Leganes;Malaga;0;0;D;0;0;D;14;8;2;1;11;16;6;7;4;2;0;0;2,4;3;3,3;69,94;71,88;53,63;88,43;15;17
03/03/2018;Leganes;Malaga;2;0;H;0;0;D;10;4;3;1;11;14;6;1;1;1;0;0;2,14;2,89;4;45,1;46,13;53,63;88,43;15;17
19/04/2018;Levante;Malaga;1;0;H;0;0;D;11;10;2;2;9;17;4;3;1;1;0;0;1,85;3,5;4,5;73,08;54,6;59,35;88,43;15;17
27/01/2017;Osasuna;Malaga;1;1;D;0;0;D;14;14;2;5;9;16;4;6;1;0;0;0;2,88;3,3;2,5;52,55;70,3;36,8;88,43;9;17
21/01/2017;Real Madrid;Malaga;2;1;H;2;0;H;14;10;7;6;7;20;5;4;2;3;0;0;1,13;10;17;66,64;63,88;743,1;88,43;18;17
25/11/2017;Real Madrid;Malaga;3;2;H;2;1;H;16;9;9;3;15;13;6;0;1;2;0;0;1,08;13;21;40,89;32,43;743,1;88,43;18;17
17/12/2016;Sevilla;Malaga;4;1;H;4;0;H;9;16;5;3;17;12;3;6;2;3;1;0;1,5;4,1;6,5;52,81;78,0;236,4;88,43;24;17
30/09/2017;Sevilla;Malaga;2;0;H;0;0;D;12;11;5;4;11;12;4;6;2;1;0;0;1,36;5,5;7,5;45,3;28,21;236,4;88,43;24;17
14/05/2017;Sociedad;Malaga;2;2;D;1;1;D;15;9;5;4;10;16;9;3;1;2;0;0;1,53;4,1;6,5;93,42;79,47;165,1;88,43;6;17
10/12/2017;Sociedad;Malaga;0;2;A;0;1;A;18;9;2;5;10;12;5;0;1;1;0;0;1,53;4,33;6;43,36;33,39;165,1;88,43;6;17
05/04/2017;Sp Gijon;Malaga;0;1;A;0;1;A;14;11;5;3;12;18;7;1;2;5;0;0;2,8;3,25;2,6;67,9;91,69;50,5;88,43;9;17
04/12/2016;Valencia;Malaga;2;2;D;2;1;H;8;19;3;6;16;7;2;13;5;1;0;0;1,75;3,6;5;74,32;72,08;269,45;88,43;20;17
19/09/2017;Valencia;Malaga;5;0;H;1;0;H;16;11;11;2;9;10;4;9;0;1;0;0;1,5;4;7;93,72;70,27;269,45;88,43;20;17
12/02/2017;Villarreal;Malaga;1;1;D;0;1;A;12;11;5;5;14;12;9;9;0;5;1;0;1,8;3,5;4,75;86,06;73,3;196,7;88,43;15;17
05/11/2017;Villarreal;Malaga;2;0;H;0;0;D;14;10;3;2;18;12;6;4;2;4;0;0;1,53;4,33;6;55,56;54,41;196,7;88,43;15;17
05/04/2017;Alaves;Osasuna;0;1;A;0;0;D;15;7;3;6;20;12;5;1;5;1;0;0;1,44;4,5;7;95,89;80,35;64,85;36,8;11;9
30/10/2016;Ath Bilbao;Osasuna;1;1;D;1;1;D;18;7;4;3;10;11;9;2;2;1;0;0;1,36;5;8,5;66,38;80,73;188,5;36,8;1;9
15/04/2017;Ath Madrid;Osasuna;3;0;H;1;0;H;19;3;8;0;11;14;5;2;1;5;0;0;1,14;8;15;67,27;69,97;585;36,8;19;9
26/04/2017;Barcelona;Osasuna;7;1;H;2;0;H;19;3;9;2;3;7;10;1;0;0;0;0;1,02;17;34;95,01;49,77;772,5;36,8;17;9
18/03/2017;Betis;Osasuna;2;0;H;2;0;H;9;13;5;5;12;15;5;0;0;3;0;0;1,44;4,33;8;68,94;76,08;95,55;36,8;9;9
19/02/2017;Celta;Osasuna;3;0;H;1;0;H;11;8;4;3;14;18;3;5;1;0;0;0;1,57;4,2;5,5;70,69;75,72;114,565;36,8;16;9
17/10/2016;Eibar;Osasuna;2;3;A;2;2;D;13;8;5;4;15;12;5;0;1;2;0;0;1,7;3,6;5;67,07;54,43;71,75;36,8;9;9
26/02/2017;Espanol;Osasuna;3;0;H;1;0;H;18;4;6;1;11;10;10;2;1;4;0;1;1,67;3,8;5,5;55,02;74,37;85,45;36,8;7;9
15/01/2017;Granada;Osasuna;1;1;D;0;1;A;8;13;4;3;13;23;3;5;2;4;2;0;2,05;3,4;3,8;71,84;66,79;85,5;36,8;30;9
18/12/2016;La Coruna;Osasuna;2;0;H;2;0;H;8;13;4;3;8;16;5;1;1;3;0;0;1,57;3,75;6;69,48;50,81;92,8;36,8;16;9
05/03/2017;Las Palmas;Osasuna;5;2;H;1;2;A;16;10;8;4;7;21;5;1;4;4;0;0;1,57;4;6;69,67;50,98;123;36,8;15;9
21/11/2016;Leganes;Osasuna;2;0;H;1;0;H;15;5;5;2;13;17;3;2;2;3;0;0;1,85;3,5;4,5;63,52;54,39;53,63;36,8;15;9
19/08/2016;Malaga;Osasuna;1;1;D;0;0;D;14;8;4;3;11;22;5;3;2;3;0;0;1,62;3,75;6;66,52;62,29;88,43;36,8;17;9
10/09/2016;Real Madrid;Osasuna;5;2;H;3;0;H;25;10;11;3;14;14;6;7;2;2;0;1;1,04;15;34;78,76;66,98;743,1;36,8;18;9
20/05/2017;Sevilla;Osasuna;5;0;H;3;0;H;17;5;7;2;11;8;1;1;3;1;0;0;1,14;9;17;66,59;62,91;236,4;36,8;24;9
05/02/2017;Sociedad;Osasuna;3;2;H;0;1;A;13;11;6;5;6;22;3;2;2;2;0;0;1,3;5,25;11;55,57;66,75;165,1;36,8;6;9
04/12/2016;Sp Gijon;Osasuna;3;1;H;1;0;H;9;15;5;2;17;13;2;5;3;1;0;0;2;3,3;4;58,42;52,56;50,5;36,8;9;9
07/05/2017;Valencia;Osasuna;4;1;H;2;0;H;19;9;8;4;15;11;9;2;3;2;0;0;1,22;6,5;13;72,23;69,51;269,45;36,8;20;9
25/09/2016;Villarreal;Osasuna;3;1;H;3;1;H;12;11;5;3;7;16;5;5;0;2;0;0;1,4;4,33;9,5;69,09;71,65;196,7;36,8;15;9
29/10/2016;Alaves;Real Madrid;1;4;A;1;2;A;8;15;3;5;15;6;4;3;5;1;0;0;13;6,5;1,22;59,28;80,93;64,85;743,1;11;18
23/09/2017;Alaves;Real Madrid;1;2;A;1;2;A;8;21;3;7;19;19;5;13;5;2;0;0;17;7,5;1,17;83,99;77,51;64,85;743,1;11;18
18/03/2017;Ath Bilbao;Real Madrid;1;2;A;0;1;A;12;9;5;4;1;4;5;5;1;4;0;0;5;4;1,67;76,93;92,1;188,5;743,1;1;18
02/12/2017;Ath Bilbao;Real Madrid;0;0;D;0;0;D;11;19;4;4;20;13;3;5;2;5;0;1;7,5;4,5;1,44;94,04;70,04;188,5;743,1;1;18
19/11/2016;Ath Madrid;Real Madrid;0;3;A;0;1;A;16;12;5;7;21;14;8;6;4;2;0;0;2,5;3,3;2,9;64,96;82,52;585;743,1;19;18
18/11/2017;Ath Madrid;Real Madrid;0;0;D;0;0;D;7;14;1;3;21;6;7;9;6;2;0;0;3,2;3,39;2,25;67,41;64,29;585;743,1;19;18
03/12/2016;Barcelona;Real Madrid;1;1;D;0;0;D;11;14;2;5;19;16;5;7;4;2;0;0;1,85;4,2;4,2;95,76;92,43;772,5;743,1;17;18
15/10/2016;Betis;Real Madrid;1;6;A;0;4;A;13;22;2;9;14;8;2;5;4;1;0;0;8;5,25;1,36;90,82;50,75;95,55;743,1;9;18
18/02/2018;Betis;Real Madrid;3;5;A;2;1;H;20;12;5;9;7;15;7;5;3;5;0;0;9;6;1,3;25,68;36,58;95,55;743,1;9;18
17/05/2017;Celta;Real Madrid;1;4;A;0;1;A;17;13;6;8;17;9;4;6;4;2;1;0;13;7;1,2;67,87;93,44;114,565;743,1;16;18
07/01/2018;Celta;Real Madrid;2;2;D;1;2;A;10;19;5;8;10;15;3;7;2;2;0;0;6,5;4,33;1,5;34,87;44,29;114,565;743,1;16;18
04/03/2017;Eibar;Real Madrid;1;4;A;0;3;A;12;12;2;7;13;14;4;4;1;1;0;0;5;4;1,67;74,67;91,73;71,75;743,1;9;18
10/03/2018;Eibar;Real Madrid;1;2;A;0;1;A;12;12;3;6;12;7;8;6;1;1;0;0;5,75;4,75;1,5;74,0;91,93;71,75;743,1;9;18
18/09/2016;Espanol;Real Madrid;0;2;A;0;1;A;11;13;2;7;19;8;4;5;4;2;0;0;7,5;5,5;1,36;76,2;73,8;85,45;743,1;7;18
27/02/2018;Espanol;Real Madrid;1;0;H;0;0;D;16;12;7;5;15;10;3;8;1;1;0;0;6;4,33;1,53;65,75;91,89;85,45;743,1;7;18
14/10/2017;Getafe;Real Madrid;1;2;A;0;1;A;8;16;3;6;23;8;4;7;2;3;0;0;10;5,75;1,29;35,9;33,64;48,75;743,1;18;18
29/10/2017;Girona;Real Madrid;2;1;H;0;1;A;15;15;4;6;21;11;2;7;2;1;0;0;10;6,5;1,25;31,54;42,93;35,6;743,1;13;18
06/05/2017;Granada;Real Madrid;0;4;A;0;4;A;13;16;3;8;14;8;6;3;1;0;0;0;21;9;1,13;95,56;80,12;85,5;743,1;30;18
26/04/2017;La Coruna;Real Madrid;2;6;A;1;3;A;19;22;7;11;12;5;4;5;3;1;0;0;8;4,75;1,4;72,89;76,5;92,8;743,1;16;18
20/08/2017;La Coruna;Real Madrid;0;3;A;0;2;A;12;16;6;8;16;12;4;4;5;1;0;1;9,5;5,75;1,3;92,52;67,08;92,8;743,1;16;18
24/09/2016;Las Palmas;Real Madrid;2;2;D;1;1;D;8;27;6;11;7;19;0;5;3;2;0;0;8,5;5;1,36;76,89;78,86;123;743,1;15;18
31/03/2018;Las Palmas;Real Madrid;0;3;A;0;2;A;17;17;3;7;11;17;3;3;3;0;0;0;10;6;1,25;44,98;37,2;123;743,1;15;18
05/04/2017;Leganes;Real Madrid;2;4;A;2;3;A;14;18;3;8;14;16;4;4;2;1;0;0;8;5,25;1,33;68,4;48,05;53,63;743,1;15;18
21/02/2018;Leganes;Real Madrid;1;3;A;1;2;A;7;13;3;7;18;7;6;5;3;1;0;0;11;6;1,25;66,17;91,4;53,63;743,1;15;18
03/02/2018;Levante;Real Madrid;2;2;D;1;1;D;12;23;4;9;14;7;4;6;3;3;0;0;13;7;1,19;43,43;32,8;59,35;743,1;15;18
21/05/2017;Malaga;Real Madrid;0;2;A;0;1;A;22;16;6;8;6;9;9;7;2;0;0;0;11;7;1,22;95,63;73,75;88,43;743,1;17;18
15/04/2018;Malaga;Real Madrid;1;2;A;0;1;A;13;16;3;6;12;9;4;7;4;0;0;0;10;5,5;1,28;38,66;39,6;88,43;743,1;17;18
11/02/2017;Osasuna;Real Madrid;1;3;A;1;1;D;11;12;8;6;10;8;3;2;3;2;0;0;13;6,5;1,22;53,51;92,31;36,8;743,1;9;18
15/01/2017;Sevilla;Real Madrid;2;1;H;0;0;D;9;10;4;3;13;10;6;1;3;1;0;0;3,6;3,8;1,95;56,69;68,2;236,4;743,1;24;18
21/08/2016;Sociedad;Real Madrid;0;3;A;0;2;A;8;18;0;8;22;11;4;7;2;3;0;0;4,75;3,8;1,75;72,76;92,61;165,1;743,1;6;18
17/09/2017;Sociedad;Real Madrid;1;3;A;1;2;A;10;18;5;6;12;15;4;6;3;2;0;0;5;4;1,67;58,24;77,55;165,1;743,1;6;18
15/04/2017;Sp Gijon;Real Madrid;2;3;A;1;1;D;4;18;2;6;17;12;4;8;5;1;0;0;6,5;5;1,4;95,24;74,93;50,5;743,1;9;18
22/02/2017;Valencia;Real Madrid;2;1;H;2;1;H;8;22;5;5;12;18;3;11;5;2;0;0;6;4,33;1,53;71,45;92,7;269,45;743,1;20;18
27/01/2018;Valencia;Real Madrid;1;4;A;0;2;A;11;13;4;7;20;22;4;4;2;3;0;0;5;4,33;1,61;74,93;91,7;269,45;743,1;20;18
26/02/2017;Villarreal;Real Madrid;2;3;A;0;0;D;11;25;4;6;15;6;5;5;4;1;0;0;5,5;3,75;1,67;80,09;92,37;196,7;743,1;15;18
06/03/2017;Alaves;Sevilla;1;1;D;0;1;A;18;9;4;1;12;16;2;2;2;5;0;0;4,1;3,4;1,95;67,49;83,91;64,85;236,4;11;24
14/01/2018;Alaves;Sevilla;1;0;H;0;0;D;12;14;3;1;18;12;5;4;5;2;1;0;3,25;3,25;2,29;56,56;72,08;64,85;236,4;11;24
24/09/2016;Ath Bilbao;Sevilla;3;1;H;1;0;H;14;5;7;2;9;9;4;5;2;2;0;1;2,05;3,4;3,75;64,2;74,5;188,5;236,4;1;24
14/10/2017;Ath Bilbao;Sevilla;1;0;H;1;0;H;15;14;2;6;18;9;6;6;5;5;0;0;2,5;3,25;2,9;39,11;33,47;188,5;236,4;1;24
19/03/2017;Ath Madrid;Sevilla;3;1;H;1;0;H;15;9;8;2;16;14;2;2;4;3;0;0;1,67;3,8;5,25;67,67;67,82;585;236,4;19;24
23/09/2017;Ath Madrid;Sevilla;2;0;H;0;0;D;13;11;4;0;11;17;7;6;4;3;0;0;1,57;4;6,5;41,53;51,77;585;236,4;19;24
05/04/2017;Barcelona;Sevilla;3;0;H;3;0;H;15;7;7;3;16;13;4;4;4;2;0;1;1,22;7;11;56,76;67,7;772,5;236,4;17;24
04/11/2017;Barcelona;Sevilla;2;1;H;1;0;H;18;8;6;3;10;12;3;3;1;0;0;0;1,19;7,5;12;50,98;28,39;772,5;236,4;17;24
25/02/2017;Betis;Sevilla;1;2;A;1;0;H;15;13;4;4;19;17;4;4;3;3;0;0;3,8;3,4;2,05;67,24;83,62;95,55;236,4;9;24
11/12/2016;Celta;Sevilla;0;3;A;0;0;D;14;14;6;5;13;13;4;6;3;3;0;0;2,75;3,3;2,63;72,84;81,05;114,565;236,4;16;24
07/04/2018;Celta;Sevilla;4;0;H;1;0;H;12;16;6;6;8;12;3;10;1;2;0;0;2,2;3,39;3,29;70,05;74,1;114,565;236,4;16;24
17/09/2016;Eibar;Sevilla;1;1;D;0;1;A;10;8;2;4;19;10;4;2;1;1;2;0;3,1;3,3;2,35;89,97;62,69;71,75;236,4;9;24
03/02/2018;Eibar;Sevilla;5;1;H;3;1;H;17;11;7;3;11;20;5;3;0;3;0;0;2,6;3,29;2,75;63,33;71,88;71,75;236,4;9;24
29/01/2017;Espanol;Sevilla;3;1;H;2;1;H;16;12;8;5;18;14;7;4;2;2;0;1;3,3;3,4;2,2;75,61;55,48;85,45;236,4;7;24
20/01/2018;Espanol;Sevilla;0;3;A;0;2;A;9;12;0;7;18;14;8;2;4;2;0;0;2,75;3,2;2,7;42,38;26,6;85,45;236,4;7;24
27/08/2017;Getafe;Sevilla;0;1;A;0;0;D;15;6;3;3;20;10;7;5;0;1;0;0;3,6;3,3;2,15;59,4;36,89;48,75;236,4;18;24
17/09/2017;Girona;Sevilla;0;1;A;0;0;D;13;13;0;8;14;19;8;1;2;5;0;0;3,3;3,25;2,3;68,53;72,02;35,6;236,4;13;24
03/12/2016;Granada;Sevilla;2;1;H;1;0;H;11;17;6;6;18;16;4;8;5;2;0;0;4,75;3,5;1,8;63,6;78,03;85,5;236,4;30;24
19/11/2016;La Coruna;Sevilla;2;3;A;2;1;H;4;20;3;7;15;12;3;14;3;2;0;0;3,3;3,4;2,2;90,08;92,19;92,8;236,4;16;24
17/04/2018;La Coruna;Sevilla;0;0;D;0;0;D;22;24;6;7;8;8;7;9;0;2;0;0;2,5;3,5;2,75;71,15;91,85;92,8;236,4;16;24
12/02/2017;Las Palmas;Sevilla;0;1;A;0;0;D;15;12;7;3;15;16;1;4;2;4;0;0;3,3;3,6;2,1;63,75;53,54;123;236,4;15;24
17/02/2018;Las Palmas;Sevilla;1;2;A;0;1;A;11;12;3;6;15;18;7;5;2;5;0;0;3,5;3,6;2,04;75,44;94,03;123;236,4;15;24
15/10/2016;Leganes;Sevilla;2;3;A;0;1;A;19;5;6;4;17;20;5;2;2;5;0;0;3,4;3,2;2,25;69,7;91,59;53,63;236,4;15;24
18/03/2018;Leganes;Sevilla;2;1;H;1;0;H;12;10;6;4;13;11;5;4;2;4;0;1;3,7;3,29;2,1;55,4;36,71;53,63;236,4;15;24
01/05/2017;Malaga;Sevilla;4;2;H;1;1;D;11;9;5;4;14;18;1;3;3;5;0;0;4;3,6;1,91;71,09;80,97;88,43;236,4;17;24
28/02/2018;Malaga;Sevilla;0;1;A;0;1;A;8;6;0;4;19;14;9;4;2;2;0;0;3,5;3,2;2,14;74,22;70,14;88,43;236,4;17;24
22/01/2017;Osasuna;Sevilla;3;4;A;1;1;D;14;13;7;9;14;8;3;6;5;3;0;0;6;4,33;1,53;78,36;72,09;36,8;236,4;9;24
14/05/2017;Real Madrid;Sevilla;4;1;H;2;0;H;14;11;7;6;14;19;4;5;4;2;0;0;1,17;8;15;64,65;87,75;743,1;236,4;18;24
09/12/2017;Real Madrid;Sevilla;5;0;H;5;0;H;20;11;8;3;12;11;9;3;0;2;0;0;1,33;5,5;8,5;92,64;75,63;743,1;236,4;18;24
07/01/2017;Sociedad;Sevilla;0;4;A;0;2;A;11;11;5;10;15;18;7;4;2;3;0;0;2,25;3,4;3,2;79,31;83,18;165,1;236,4;6;24
20/12/2017;Sociedad;Sevilla;3;1;H;1;1;D;14;9;5;4;9;18;4;5;1;5;0;0;2,25;3,5;3;31,34;49,1;165,1;236,4;6;24
29/10/2016;Sp Gijon;Sevilla;1;1;D;1;1;D;9;20;5;6;17;9;3;4;6;2;0;0;3,8;3,6;1,95;96,46;49,82;50,5;236,4;9;24
16/04/2017;Valencia;Sevilla;0;0;D;0;0;D;14;10;3;2;19;20;4;2;3;2;0;0;2,55;3,2;2,75;47,55;72,27;269,45;236,4;20;24
21/10/2017;Valencia;Sevilla;4;0;H;1;0;H;18;18;8;5;15;21;7;10;2;4;0;0;1,85;3,89;4;45,39;50,79;269,45;236,4;20;24
28/08/2016;Villarreal;Sevilla;0;0;D;0;0;D;12;6;5;0;16;12;5;1;1;3;0;0;2,5;3,4;2,8;77,02;78,7;196,7;236,4;15;24
26/11/2017;Villarreal;Sevilla;2;3;A;1;0;H;19;15;4;4;9;17;6;6;4;3;1;0;2,37;3,39;3;77,82;56,34;196,7;236,4;15;24
18/03/2017;Alaves;Sociedad;1;0;H;1;0;H;10;10;5;2;14;13;5;8;3;3;0;1;2,55;3,2;2,9;73,84;72,19;64,85;165,1;11;6
14/10/2017;Alaves;Sociedad;0;2;A;0;0;D;8;13;0;6;11;7;4;9;1;1;0;0;3,5;3,4;2,15;74,28;78,4;64,85;165,1;11;6
16/10/2016;Ath Bilbao;Sociedad;3;2;H;0;1;A;15;6;11;3;17;19;7;4;3;3;0;0;1,83;3,6;4,4;76,67;73,42;188,5;165,1;1;6
16/12/2017;Ath Bilbao;Sociedad;0;0;D;0;0;D;7;10;1;2;14;9;6;6;3;0;0;0;2,14;3,39;3,39;50,27;43,48;188,5;165,1;1;6
04/04/2017;Ath Madrid;Sociedad;1;0;H;1;0;H;20;10;8;1;18;13;6;4;0;4;0;0;1,36;4,75;9,5;86,68;74,96;585;165,1;19;6
02/12/2017;Ath Madrid;Sociedad;2;1;H;0;1;A;16;10;10;2;12;10;5;6;1;2;0;0;1,5;3,89;7,5;53,85;30,61;585;165,1;19;6
15/04/2017;Barcelona;Sociedad;3;2;H;3;2;H;16;14;9;7;15;17;5;4;3;2;0;0;1,17;6,5;17;55,45;92,21;772,5;165,1;17;6
03/03/2017;Betis;Sociedad;2;3;A;1;2;A;12;9;5;6;18;15;7;6;4;2;0;0;2,6;3,2;2,88;67,78;77,32;95,55;165,1;9;6
01/03/2018;Betis;Sociedad;0;0;D;0;0;D;8;13;4;5;11;7;4;10;2;0;0;0;2,79;3,39;2,39;55,47;94,68;95,55;165,1;9;6
21/05/2017;Celta;Sociedad;2;2;D;0;0;D;13;18;5;8;8;17;3;7;2;1;0;0;4,75;3,75;1,75;87,4;82,46;114,565;165,1;16;6
19/08/2017;Celta;Sociedad;2;3;A;1;1;D;16;13;5;6;12;11;5;4;3;1;0;0;2,38;3,25;3,2;67,25;73,26;114,565;165,1;16;6
24/09/2016;Eibar;Sociedad;2;0;H;0;0;D;17;3;3;0;15;13;5;3;4;2;0;1;2,45;3,2;3;61,34;96,4;71,75;165,1;9;6
01/04/2018;Eibar;Sociedad;0;0;D;0;0;D;15;7;3;0;14;10;8;1;4;2;0;0;2,37;3,39;2,87;66,79;63,86;71,75;165,1;9;6
10/02/2017;Espanol;Sociedad;1;2;A;1;1;D;7;15;2;5;15;14;5;6;3;2;0;0;2,8;3,2;2,63;72,68;77,1;85,45;165,1;7;6
11/03/2018;Espanol;Sociedad;2;1;H;0;1;A;18;11;7;5;18;14;6;4;0;2;0;0;2,87;3,1;2,62;41,38;43,26;85,45;165,1;7;6
29/10/2017;Getafe;Sociedad;2;1;H;0;1;A;10;15;5;4;19;16;8;7;3;2;0;0;2,45;3,39;2,87;38,1;24,4;48,75;165,1;18;6
17/11/2017;Girona;Sociedad;1;1;D;0;1;A;14;14;4;5;28;10;3;6;4;2;0;0;2,89;3,5;2,37;31,83;43,31;35,6;165,1;13;6
17/12/2016;Granada;Sociedad;0;2;A;0;0;D;10;18;4;6;9;11;5;9;0;1;0;0;3,75;3,4;2;87,65;67,18;85,5;165,1;30;6
05/12/2016;La Coruna;Sociedad;5;1;H;3;0;H;15;14;10;3;15;10;8;6;1;4;0;0;3,1;3,1;2,5;65,32;80,62;92,8;165,1;16;6
10/09/2017;La Coruna;Sociedad;2;4;A;1;2;A;11;15;4;4;18;14;5;7;1;3;0;0;2,75;3,3;2,6;43,08;43,01;92,8;165,1;16;6
24/02/2017;Las Palmas;Sociedad;0;1;A;0;0;D;18;9;7;2;14;19;6;1;2;2;0;0;2,6;3,4;2,7;67,52;77,47;123;165,1;15;6
14/04/2018;Las Palmas;Sociedad;0;1;A;0;1;A;7;20;0;11;6;16;4;6;0;0;0;0;3,79;3,6;1,95;92,1;76,85;123;165,1;15;6
28/10/2016;Leganes;Sociedad;0;2;A;0;1;A;7;9;4;5;19;15;1;4;5;2;0;0;2,63;3,1;2,88;65,77;74,25;53,63;165,1;15;6
07/01/2018;Leganes;Sociedad;1;0;H;0;0;D;8;9;4;5;14;11;5;6;0;1;0;0;2,89;3,25;2,5;95,11;55,85;53,63;165,1;15;6
21/09/2017;Levante;Sociedad;3;0;H;1;0;H;13;13;9;3;13;11;3;6;2;0;0;1;3,25;3,25;2,3;67,57;62,55;59,35;165,1;15;6
16/01/2017;Malaga;Sociedad;0;2;A;0;0;D;5;11;1;5;22;12;8;8;0;2;0;0;2,4;3,3;3;70,9;77,16;88,43;165,1;17;6
22/04/2018;Malaga;Sociedad;2;0;H;2;0;H;4;14;3;2;16;0;5;3;4;1;0;0;5,25;3,6;1,72;61,73;78,4;88,43;165,1;17;6
27/08/2016;Osasuna;Sociedad;0;2;A;0;1;A;8;5;3;4;14;14;10;1;2;1;0;0;3,1;3,1;2,5;93,19;71,87;36,8;165,1;9;6
29/01/2017;Real Madrid;Sociedad;3;0;H;1;0;H;7;9;4;3;16;11;0;3;2;1;0;1;1,25;6,5;10;92,15;78,6;743,1;165,1;18;6
10/02/2018;Real Madrid;Sociedad;5;2;H;4;0;H;18;8;9;3;11;10;5;3;2;1;0;0;1,19;7;13;63,31;83,21;743,1;165,1;18;6
05/05/2017;Sevilla;Sociedad;1;1;D;1;0;H;11;9;3;3;20;10;10;3;4;3;0;1;1,62;4;5,5;79,87;76,46;236,4;165,1;24;6
20/11/2016;Sp Gijon;Sociedad;1;3;A;1;1;D;4;20;1;9;17;9;3;5;2;1;0;0;3,4;3,3;2,2;59,09;77,92;50,5;165,1;9;6
26/04/2017;Valencia;Sociedad;2;3;A;0;2;A;14;8;3;2;15;21;2;3;4;3;0;0;2,6;3,4;2,7;68,18;92,49;269,45;165,1;20;6
25/02/2018;Valencia;Sociedad;2;1;H;1;0;H;7;9;4;3;12;9;4;4;2;3;0;0;1,7;4;4,75;45,19;49,77;269,45;165,1;20;6
18/09/2016;Villarreal;Sociedad;2;1;H;2;1;H;9;15;4;2;13;16;3;6;2;3;0;1;1,85;3,5;4,5;68,63;92,46;196,7;165,1;15;6
27/01/2018;Villarreal;Sociedad;4;2;H;4;1;H;11;24;7;6;16;6;2;9;1;1;0;0;2,04;3,5;3,5;47,2;28,87;196,7;165,1;15;6
28/08/2016;Alaves;Sp Gijon;0;0;D;0;0;D;13;7;2;1;10;12;4;6;1;1;0;0;2,15;3,2;3,75;64,8;55,43;64,85;50,5;11;9
29/01/2017;Ath Bilbao;Sp Gijon;2;1;H;0;1;A;11;5;6;3;11;22;5;0;4;3;0;0;1,36;4,75;9,5;68,22;96,67;188,5;50,5;1;9
17/09/2016;Ath Madrid;Sp Gijon;5;0;H;3;0;H;18;10;7;1;14;9;1;4;0;2;0;0;1,18;6,5;21;67,67;96,37;585;50,5;19;9
01/03/2017;Barcelona;Sp Gijon;6;1;H;3;1;H;25;5;9;2;14;12;10;3;1;3;0;0;1,05;15;41;95,89;55,32;772,5;50,5;17;9
22/01/2017;Betis;Sp Gijon;0;0;D;0;0;D;16;7;4;1;14;20;9;5;2;2;0;0;1,73;3,6;5,25;75,41;87,26;95,55;50,5;9;9
21/09/2016;Celta;Sp Gijon;2;1;H;0;0;D;16;4;5;1;16;8;8;0;2;3;0;0;1,57;4;6;92,6;78,21;114,565;50,5;16;9
14/05/2017;Eibar;Sp Gijon;0;1;A;0;1;A;10;11;2;4;9;10;5;6;2;2;0;0;2;3,75;3,5;75,6;56,71;71,75;50,5;9;9
11/12/2016;Espanol;Sp Gijon;2;1;H;0;0;D;12;13;6;5;13;10;4;3;1;2;0;0;1,73;3,75;5;66,75;76,81;85,45;50,5;7;9
22/10/2016;Granada;Sp Gijon;0;0;D;0;0;D;12;3;1;3;10;12;3;3;4;1;0;0;2,1;3,4;3,6;73,69;96,65;85,5;50,5;30;9
01/10/2016;La Coruna;Sp Gijon;2;1;H;1;0;H;21;7;6;2;17;26;11;4;0;4;0;0;1,95;3,4;4,2;78,49;64,49;92,8;50,5;16;9
07/01/2017;Las Palmas;Sp Gijon;1;0;H;0;0;D;16;10;10;2;8;18;8;3;2;3;0;0;1,67;3,75;5,5;69,01;87,32;123;50,5;15;9
12/02/2017;Leganes;Sp Gijon;0;2;A;0;0;D;9;4;3;2;16;16;4;3;3;6;0;1;1,83;3,4;4,75;68,48;82,99;53,63;50,5;15;9
04/11/2016;Malaga;Sp Gijon;3;2;H;1;1;D;22;7;7;4;12;20;9;2;5;4;0;1;1,73;3,6;5,25;73,41;58,89;88,43;50,5;17;9
